transaction_id,customer_id,transaction_date,amount,transaction_type,city,device_type,hour,is_fraud,fraud_type
5812,1043,2026-03-19,8519.45,UPI,Delhi,Mobile,5,0,None
5813,2908,2026-01-10,5143.0,UPI,Hyderabad,Laptop,2,0,None
5814,4491,2026-03-27,5238.61,Card,Delhi,ATM,17,0,None
5815,3536,2026-04-11,1861.11,Card,Hyderabad,Laptop,3,0,None
5816,1078,2026-03-21,10704.95,UPI,Mumbai,Mobile,15,0,None
5817,3874,2026-02-17,20203.76,Card,Mumbai,Mobile,16,0,None
5818,2825,2026-03-29,18419.53,UPI,Hyderabad,Mobile,9,0,None
5819,2294,2026-02-19,4049.65,UPI,Pune,Mobile,12,0,None
5820,1674,2026-02-16,371.31,Card,Ahmedabad,Laptop,22,0,None
5821,1701,2026-06-06,6208.85,UPI,Ahmedabad,Laptop,2,0,None
5822,1759,2026-04-12,5433.35,UPI,Chennai,Mobile,12,0,None
5823,2924,2026-01-09,1775.58,UPI,Chennai,Mobile,1,0,None
5824,3776,2026-03-07,2161.04,UPI,Bangalore,Mobile,20,0,None
5825,4387,2026-03-10,1816.09,ATM,Chennai,ATM,22,0,None
5826,3973,2026-02-23,6467.37,ATM,Bangalore,Mobile,16,1,Suspicious Transfer
5827,4923,2026-05-24,2159.42,Net Banking,Kolkata,Mobile,16,0,None
5828,1902,2026-05-16,5796.95,UPI,Hyderabad,Mobile,7,0,None
5829,3937,2026-01-22,52920.24,Net Banking,Pune,Laptop,20,0,None
5830,1993,2026-05-23,4081.26,Card,Ahmedabad,Mobile,23,0,None
5831,2192,2026-05-01,1540.66,Net Banking,Hyderabad,Mobile,10,0,None
5832,3387,2026-06-05,1149.01,Net Banking,Hyderabad,Laptop,2,0,None
5833,3241,2026-06-06,6836.76,Card,Bangalore,Mobile,17,0,None
5834,2477,2026-02-01,36420.73,UPI,Delhi,Mobile,6,0,None
5835,3331,2026-01-16,1995.0,Card,Bangalore,ATM,5,0,None
5836,4408,2026-02-02,569.66,UPI,Ahmedabad,Mobile,3,0,None
5837,1390,2026-06-13,27104.79,UPI,Pune,Mobile,22,0,None
5838,2000,2026-06-16,60855.31,UPI,Kolkata,Laptop,8,0,None
5839,1525,2026-06-27,10474.78,Card,Pune,Laptop,8,0,None
5840,4312,2026-04-09,7559.45,UPI,Kolkata,Mobile,2,0,None
5841,2856,2026-01-14,5253.9,ATM,Delhi,Mobile,16,0,None
5842,2507,2026-02-08,9711.06,UPI,Ahmedabad,Mobile,3,0,None
5843,1659,2026-01-20,9272.47,Card,Mumbai,Mobile,9,0,None
5844,3764,2026-02-19,6522.33,UPI,Mumbai,Mobile,12,0,None
5845,4664,2026-06-16,1896.36,Net Banking,Delhi,Laptop,16,0,None
5846,1891,2026-01-08,6487.9,Card,Ahmedabad,Laptop,22,0,None
5847,4627,2026-05-03,4454.13,UPI,Ahmedabad,Laptop,17,0,None
5848,2482,2026-01-30,2203.83,Card,Kolkata,Laptop,23,0,None
5849,4161,2026-03-25,6472.77,UPI,Pune,ATM,4,0,None
5850,4732,2026-05-28,3022.39,ATM,Kolkata,Laptop,15,0,None
5851,4167,2026-01-28,5259.21,Card,Delhi,Mobile,16,1,Card Fraud
5852,1452,2026-03-11,7758.07,UPI,Kolkata,Mobile,17,0,None
5853,3476,2026-05-28,8938.77,Card,Chennai,Mobile,15,0,None
5854,4223,2026-05-31,3097.78,UPI,Delhi,Mobile,3,0,None
5855,2538,2026-03-14,7710.91,Card,Delhi,Laptop,18,0,None
5856,4448,2026-02-08,9732.06,Card,Hyderabad,Mobile,15,0,None
5857,4094,2026-02-03,13015.35,ATM,Ahmedabad,Laptop,12,0,None
5858,1883,2026-05-30,6666.57,Net Banking,Ahmedabad,Mobile,20,0,None
5859,1313,2026-03-29,9003.32,Card,Bangalore,Mobile,3,0,None
5860,1840,2026-02-26,3224.72,Card,Delhi,ATM,1,0,None
5861,3567,2026-06-24,64661.4,Net Banking,Ahmedabad,Mobile,10,0,None
5862,4278,2026-01-18,4609.56,Net Banking,Hyderabad,Laptop,22,0,None
5863,1375,2026-01-08,15080.91,ATM,Delhi,Mobile,20,0,None
5864,1451,2026-03-02,3020.69,Net Banking,Ahmedabad,Mobile,11,0,None
5865,4698,2026-06-07,7149.19,Net Banking,Chennai,Laptop,13,0,None
5866,4856,2026-05-02,6887.23,UPI,Delhi,Laptop,11,0,None
5867,4063,2026-06-26,8331.63,UPI,Delhi,Laptop,10,0,None
5868,1595,2026-06-26,2104.85,UPI,Hyderabad,Mobile,3,0,None
5869,4251,2026-02-12,7254.97,Net Banking,Delhi,Laptop,9,0,None
5870,2234,2026-04-03,3032.45,UPI,Hyderabad,Mobile,12,0,None
5871,1500,2026-05-25,11152.93,Card,Kolkata,Mobile,20,0,None
5872,1464,2026-03-13,2042.18,Net Banking,Ahmedabad,ATM,1,0,None
5873,4912,2026-06-20,6673.5,Net Banking,Bangalore,Mobile,7,0,None
5874,4196,2026-01-22,4777.59,Card,Hyderabad,Mobile,1,0,None
5875,1113,2026-01-17,31410.76,UPI,Pune,Mobile,7,0,None
5876,2036,2026-03-09,15029.76,UPI,Ahmedabad,Laptop,20,0,None
5877,4198,2026-05-28,19389.7,Net Banking,Kolkata,Mobile,19,0,None
5878,4637,2026-06-06,2272.07,Net Banking,Bangalore,Laptop,6,0,None
5879,3379,2026-06-23,3349.74,ATM,Pune,Mobile,16,0,None
5880,2925,2026-05-22,4894.81,Net Banking,Delhi,Mobile,6,0,None
5881,4355,2026-06-08,15437.56,UPI,Ahmedabad,ATM,9,0,None
5882,1140,2026-01-31,7158.65,Card,Bangalore,Mobile,20,0,None
5883,2425,2026-01-03,2323.48,UPI,Mumbai,ATM,5,0,None
5884,3950,2026-01-22,2423.8,ATM,Pune,Mobile,4,0,None
5885,4169,2026-05-06,16195.22,UPI,Mumbai,Mobile,6,0,None
5886,1517,2026-02-23,7393.38,UPI,Hyderabad,Mobile,12,0,None
5887,3617,2026-01-27,5179.49,Net Banking,Chennai,Mobile,0,0,None
5888,2948,2026-06-09,4767.67,Card,Delhi,Mobile,1,0,None
5889,3894,2026-01-31,12032.85,Net Banking,Kolkata,Laptop,21,0,None
5890,4141,2026-04-26,1712.35,Card,Pune,Mobile,13,0,None
5891,3166,2026-06-16,5176.38,UPI,Kolkata,ATM,22,0,None
5892,1888,2026-02-26,5495.15,Card,Ahmedabad,Mobile,23,0,None
5893,4131,2026-03-08,1413.88,Net Banking,Mumbai,Mobile,12,0,None
5894,4105,2026-04-13,3994.2,Card,Ahmedabad,Mobile,19,0,None
5895,2342,2026-03-03,48364.65,Net Banking,Chennai,Mobile,10,0,None
5896,1050,2026-04-01,2132.38,UPI,Hyderabad,Mobile,2,0,None
5897,4952,2026-02-02,5574.96,UPI,Bangalore,Mobile,8,0,None
5898,4561,2026-03-01,615.77,Net Banking,Delhi,Mobile,1,0,None
5899,1019,2026-06-07,4277.34,UPI,Pune,Laptop,9,0,None
5900,1726,2026-05-21,1678.45,Card,Bangalore,Laptop,14,0,None
5901,3245,2026-05-28,3457.08,UPI,Delhi,Mobile,16,0,None
5902,4963,2026-05-16,7526.36,Card,Mumbai,Mobile,5,0,None
5903,2474,2026-03-17,1594.37,UPI,Ahmedabad,Mobile,10,0,None
5904,3607,2026-05-29,6254.36,Card,Chennai,Mobile,2,0,None
5905,4751,2026-05-21,2253.47,Net Banking,Hyderabad,Mobile,6,0,None
5906,1452,2026-01-30,1292.78,UPI,Ahmedabad,Laptop,11,0,None
5907,3337,2026-02-18,13130.64,Card,Delhi,Mobile,14,0,None
5908,2165,2026-02-15,1879.18,UPI,Mumbai,Laptop,7,0,None
5909,2108,2026-01-02,3216.86,UPI,Pune,ATM,14,1,Unauthorized Transaction
5910,4766,2026-05-27,2777.38,UPI,Hyderabad,Mobile,1,0,None
5911,3439,2026-01-27,6105.13,Card,Delhi,Mobile,22,0,None
5912,4663,2026-05-15,5076.12,UPI,Kolkata,Laptop,12,0,None
5913,1215,2026-06-27,4166.24,UPI,Mumbai,Mobile,20,0,None
5914,2550,2026-02-22,2419.37,Card,Hyderabad,Mobile,11,0,None
5915,3263,2026-03-15,3769.5,Net Banking,Bangalore,Laptop,4,0,None
5916,4475,2026-02-10,6593.51,UPI,Ahmedabad,Laptop,20,0,None
5917,1128,2026-05-20,5529.72,Card,Kolkata,Mobile,20,0,None
5918,2846,2026-05-25,15089.72,Card,Chennai,Mobile,9,0,None
5919,4549,2026-02-25,10540.82,UPI,Chennai,Mobile,4,0,None
5920,1760,2026-03-18,14860.55,Card,Pune,Laptop,6,0,None
5921,3452,2026-04-30,19023.08,Card,Kolkata,Mobile,23,0,None
5922,4101,2026-01-21,5925.89,Card,Kolkata,Mobile,14,0,None
5923,2816,2026-03-14,11540.54,UPI,Pune,Mobile,3,0,None
5924,3386,2026-01-14,6875.31,Net Banking,Bangalore,Mobile,22,0,None
5925,3879,2026-04-18,18522.89,UPI,Ahmedabad,Laptop,15,0,None
5926,3762,2026-01-22,849.92,UPI,Ahmedabad,Laptop,14,0,None
5927,1361,2026-05-17,3584.73,Card,Chennai,Laptop,12,0,None
5928,1569,2026-01-06,7406.21,UPI,Chennai,Mobile,12,0,None
5929,2416,2026-06-06,8690.28,UPI,Delhi,Mobile,1,0,None
5930,3266,2026-05-02,4828.84,Card,Mumbai,Mobile,15,0,None
5931,2598,2026-06-21,932.16,Card,Bangalore,Mobile,5,0,None
5932,2693,2026-01-16,4115.2,UPI,Pune,Laptop,8,0,None
5933,1202,2026-02-13,11116.71,Card,Mumbai,Mobile,22,0,None
5934,3065,2026-01-29,3584.41,Net Banking,Ahmedabad,Mobile,12,0,None
5935,3370,2026-01-21,5391.08,Net Banking,Ahmedabad,Laptop,4,0,None
5936,1518,2026-03-07,33407.95,UPI,Chennai,Mobile,4,1,UPI Fraud
5937,4642,2026-03-13,4077.02,Card,Mumbai,Mobile,16,0,None
5938,2349,2026-02-05,4199.07,UPI,Hyderabad,Mobile,18,0,None
5939,2436,2026-05-11,5968.03,Net Banking,Bangalore,Mobile,21,0,None
5940,2342,2026-02-18,6232.54,Net Banking,Bangalore,Mobile,17,0,None
5941,1681,2026-02-10,5622.99,UPI,Kolkata,Mobile,21,0,None
5942,2989,2026-04-02,7282.29,Card,Kolkata,Mobile,14,0,None
5943,4154,2026-06-27,1495.08,Net Banking,Ahmedabad,Laptop,4,0,None
5944,4546,2026-01-14,4353.76,Card,Bangalore,Mobile,15,0,None
5945,2492,2026-05-31,1438.88,Card,Delhi,Laptop,0,0,None
5946,1425,2026-04-22,5197.68,ATM,Mumbai,Mobile,2,0,None
5947,2969,2026-03-07,8996.36,Net Banking,Mumbai,Laptop,16,1,Account Takeover
5948,4803,2026-06-17,4278.27,Card,Ahmedabad,Mobile,22,1,Suspicious Transfer
5949,2713,2026-05-29,1906.76,Net Banking,Pune,ATM,10,0,None
5950,4276,2026-02-12,3194.17,Card,Delhi,Mobile,6,0,None
5951,4655,2026-06-23,29762.64,UPI,Bangalore,Mobile,16,0,None
5952,4067,2026-06-25,20945.87,Card,Delhi,Mobile,7,0,None
5953,3435,2026-01-30,2857.73,UPI,Delhi,Laptop,22,0,None
5954,1778,2026-06-17,2843.56,UPI,Chennai,Mobile,18,0,None
5955,3146,2026-02-11,4408.19,ATM,Bangalore,Laptop,1,0,None
5956,4417,2026-01-24,16978.08,Net Banking,Pune,Laptop,22,0,None
5957,2827,2026-02-28,853.24,Net Banking,Hyderabad,Laptop,21,0,None
5958,1208,2026-02-23,2820.95,UPI,Pune,Mobile,20,0,None
5959,2538,2026-02-28,7415.44,Card,Chennai,Mobile,4,0,None
5960,2660,2026-05-06,6606.96,Net Banking,Bangalore,Laptop,18,0,None
5961,4864,2026-03-20,3204.63,Net Banking,Kolkata,Laptop,20,0,None
5962,3634,2026-03-01,3818.86,Net Banking,Bangalore,Laptop,13,0,None
5963,3214,2026-02-07,6842.86,UPI,Ahmedabad,Laptop,7,0,None
5964,1022,2026-05-10,3260.4,ATM,Bangalore,Laptop,17,0,None
5965,1154,2026-05-16,1696.9,Net Banking,Mumbai,Laptop,2,0,None
5966,2963,2026-01-11,4083.04,UPI,Bangalore,Mobile,2,0,None
5967,4511,2026-06-19,5939.36,UPI,Bangalore,Laptop,15,0,None
5968,4367,2026-06-18,587.31,Net Banking,Ahmedabad,Mobile,5,0,None
5969,1219,2026-05-11,7275.18,UPI,Hyderabad,Mobile,16,0,None
5970,1669,2026-05-19,13019.14,UPI,Bangalore,Mobile,4,0,None
5971,2519,2026-03-01,3438.34,UPI,Delhi,Laptop,14,0,None
5972,3278,2026-05-18,3501.28,UPI,Bangalore,Mobile,0,0,None
5973,3068,2026-05-20,2348.62,UPI,Bangalore,Mobile,21,0,None
5974,3601,2026-05-09,4220.11,UPI,Ahmedabad,Mobile,22,0,None
5975,1950,2026-02-09,2812.5,UPI,Pune,Mobile,0,0,None
5976,3196,2026-02-08,20902.11,Net Banking,Bangalore,Mobile,11,0,None
5977,4180,2026-01-16,5566.97,UPI,Kolkata,Laptop,21,0,None
5978,1403,2026-04-26,573.92,UPI,Ahmedabad,Mobile,19,0,None
5979,1596,2026-04-09,8695.27,Card,Mumbai,Mobile,3,0,None
5980,4555,2026-06-02,27423.07,ATM,Chennai,Mobile,21,0,None
5981,3415,2026-06-05,8176.9,UPI,Mumbai,Mobile,10,0,None
5982,4906,2026-06-20,16155.51,UPI,Hyderabad,Mobile,9,0,None
5983,2438,2026-01-07,9673.85,UPI,Pune,Mobile,7,0,None
5984,4381,2026-03-21,13239.82,Net Banking,Pune,Laptop,15,0,None
5985,3850,2026-03-22,12610.6,Card,Hyderabad,Laptop,11,0,None
5986,3966,2026-04-27,12755.94,UPI,Delhi,Mobile,2,0,None
5987,4907,2026-06-06,6745.8,Net Banking,Delhi,Laptop,22,0,None
5988,2158,2026-03-23,884.45,UPI,Hyderabad,Mobile,12,0,None
5989,2743,2026-05-02,1653.6,UPI,Chennai,Mobile,9,0,None
5990,2307,2026-03-17,1684.2,Card,Ahmedabad,Laptop,19,0,None
5991,4850,2026-05-19,393.23,Card,Pune,Mobile,2,0,None
5992,1073,2026-05-09,3181.9,Card,Ahmedabad,Mobile,18,0,None
5993,1481,2026-05-07,20241.16,UPI,Chennai,Mobile,10,0,None
5994,4424,2026-01-28,1168.67,ATM,Hyderabad,ATM,21,0,None
5995,1560,2026-04-29,10178.93,UPI,Bangalore,Laptop,10,0,None
5996,4398,2026-02-15,8342.38,UPI,Mumbai,ATM,9,0,None
5997,1745,2026-03-23,6185.53,Card,Ahmedabad,Mobile,23,0,None
5998,2467,2026-01-03,16035.82,Net Banking,Mumbai,Mobile,13,0,None
5999,1100,2026-05-22,4715.86,UPI,Bangalore,Laptop,16,0,None
6000,2083,2026-06-16,22505.72,Card,Chennai,Laptop,19,0,None
6001,3556,2026-01-25,4025.92,Card,Mumbai,Laptop,16,0,None
6002,3306,2026-06-12,6928.26,ATM,Mumbai,Mobile,23,0,None
6003,1413,2026-01-30,4265.86,UPI,Delhi,Mobile,4,0,None
6004,4524,2026-06-17,1951.2,Card,Kolkata,ATM,18,0,None
6005,2089,2026-04-05,1278.46,Card,Ahmedabad,Mobile,7,0,None
6006,3643,2026-05-02,8736.3,UPI,Chennai,Mobile,8,0,None
6007,2178,2026-05-19,18906.99,Card,Hyderabad,Laptop,20,0,None
6008,3009,2026-03-07,6273.91,Card,Hyderabad,Mobile,16,0,None
6009,3314,2026-02-08,8216.93,ATM,Bangalore,Mobile,15,0,None
6010,1821,2026-01-28,1038.65,ATM,Kolkata,Mobile,21,0,None
6011,4151,2026-05-11,7224.68,UPI,Mumbai,Mobile,11,0,None
6012,4387,2026-05-01,614.26,UPI,Hyderabad,Laptop,20,0,None
6013,1662,2026-03-25,1486.86,Card,Kolkata,Mobile,21,0,None
6014,3995,2026-03-15,18661.03,Card,Bangalore,Mobile,12,0,None
6015,1560,2026-04-29,4982.32,UPI,Kolkata,Mobile,15,0,None
6016,3965,2026-04-23,5463.45,UPI,Delhi,Laptop,11,0,None
6017,3939,2026-01-06,8550.98,ATM,Chennai,Mobile,3,0,None
6018,2272,2026-06-13,10917.59,UPI,Mumbai,Mobile,6,0,None
6019,2814,2026-05-11,3748.73,UPI,Kolkata,Mobile,13,1,UPI Fraud
6020,3916,2026-03-28,6587.42,Card,Mumbai,Mobile,4,0,None
6021,1610,2026-01-20,4584.74,ATM,Bangalore,Mobile,6,0,None
6022,3462,2026-05-01,1062.11,Card,Ahmedabad,Mobile,9,0,None
6023,1025,2026-02-21,3447.81,UPI,Ahmedabad,Mobile,17,0,None
6024,3029,2026-01-09,7428.26,Net Banking,Mumbai,Mobile,2,0,None
6025,1284,2026-04-15,3344.32,UPI,Chennai,ATM,12,0,None
6026,2473,2026-03-16,3374.8,Card,Ahmedabad,Mobile,12,0,None
6027,3929,2026-03-09,10745.03,Card,Hyderabad,Laptop,16,0,None
6028,1301,2026-02-19,5773.99,UPI,Bangalore,Mobile,15,0,None
6029,2092,2026-05-14,6987.48,Card,Chennai,Mobile,18,0,None
6030,2031,2026-02-12,968.04,UPI,Ahmedabad,Laptop,23,0,None
6031,1817,2026-02-25,7694.95,UPI,Mumbai,Mobile,20,0,None
6032,4209,2026-01-17,1622.23,UPI,Hyderabad,Mobile,8,0,None
6033,4236,2026-02-01,4795.72,ATM,Chennai,Mobile,16,0,None
6034,1083,2026-01-11,1697.3,Net Banking,Ahmedabad,Mobile,20,0,None
6035,2921,2026-06-03,12493.02,UPI,Hyderabad,Mobile,17,0,None
6036,4722,2026-05-26,30626.1,Net Banking,Hyderabad,Mobile,7,0,None
6037,4492,2026-01-30,4240.45,Net Banking,Bangalore,Mobile,1,0,None
6038,4145,2026-04-17,4201.14,UPI,Kolkata,Mobile,15,0,None
6039,4309,2026-06-09,13776.92,Net Banking,Kolkata,Laptop,5,0,None
6040,3094,2026-02-26,8707.04,Card,Mumbai,Mobile,8,0,None
6041,1618,2026-03-03,4576.63,Net Banking,Delhi,Mobile,17,0,None
6042,3976,2026-05-15,7102.56,Net Banking,Delhi,Mobile,8,0,None
6043,4872,2026-05-13,37414.49,Net Banking,Delhi,Mobile,19,0,None
6044,3310,2026-03-11,2510.23,UPI,Kolkata,Mobile,2,0,None
6045,1176,2026-05-22,2735.62,Card,Ahmedabad,Mobile,3,0,None
6046,2190,2026-03-24,10879.75,Card,Ahmedabad,Mobile,7,0,None
6047,3705,2026-04-13,40637.01,UPI,Chennai,Mobile,6,0,None
6048,1842,2026-02-15,5867.69,UPI,Delhi,Mobile,21,0,None
6049,1370,2026-01-12,889.3,UPI,Kolkata,Mobile,16,0,None
6050,2819,2026-05-07,7261.79,ATM,Pune,Mobile,17,0,None
6051,3102,2026-03-24,2907.51,ATM,Pune,ATM,14,0,None
6052,1690,2026-02-19,7912.21,Net Banking,Mumbai,Mobile,17,0,None
6053,4491,2026-04-18,1262.28,UPI,Kolkata,Mobile,14,0,None
6054,2780,2026-03-20,1123.51,Card,Ahmedabad,Mobile,7,0,None
6055,4579,2026-03-14,3652.36,Card,Delhi,Mobile,20,0,None
6056,2365,2026-06-18,25648.74,UPI,Kolkata,Mobile,4,0,None
6057,4199,2026-01-08,1246.86,UPI,Hyderabad,Mobile,21,0,None
6058,2433,2026-01-03,3567.62,UPI,Kolkata,ATM,18,0,None
6059,4996,2026-02-21,1137.05,Net Banking,Pune,Mobile,17,0,None
6060,1367,2026-03-19,6567.39,Net Banking,Hyderabad,Mobile,11,0,None
6061,4343,2026-05-19,6133.4,ATM,Hyderabad,Mobile,18,0,None
6062,1644,2026-02-17,1183.33,Card,Kolkata,ATM,20,0,None
6063,4677,2026-05-20,17813.83,UPI,Delhi,Laptop,4,0,None
6064,3427,2026-02-20,718.95,Net Banking,Mumbai,Mobile,21,0,None
6065,1073,2026-01-04,23776.5,UPI,Mumbai,Mobile,9,0,None
6066,4995,2026-04-24,19427.97,Card,Delhi,Mobile,15,0,None
6067,4994,2026-05-25,6672.81,UPI,Mumbai,Mobile,2,0,None
6068,3963,2026-04-25,12041.46,Net Banking,Pune,Mobile,4,0,None
6069,2272,2026-01-29,4112.93,UPI,Delhi,Mobile,19,0,None
6070,1860,2026-04-20,1053.24,UPI,Mumbai,Mobile,22,0,None
6071,4857,2026-05-31,6225.98,ATM,Bangalore,Mobile,23,0,None
6072,1043,2026-03-03,1021.56,UPI,Bangalore,Mobile,11,0,None
6073,3425,2026-05-08,4861.59,Net Banking,Mumbai,Laptop,0,0,None
6074,2065,2026-03-20,1426.75,UPI,Hyderabad,ATM,2,0,None
6075,3218,2026-05-20,13035.27,Net Banking,Ahmedabad,Mobile,8,0,None
6076,3260,2026-02-17,7188.0,Card,Pune,Mobile,13,0,None
6077,2517,2026-06-10,9684.73,Card,Bangalore,Mobile,16,0,None
6078,4752,2026-05-21,6907.01,Net Banking,Ahmedabad,Mobile,15,0,None
6079,3087,2026-04-05,32235.18,Card,Ahmedabad,Laptop,23,0,None
6080,1369,2026-06-15,13662.36,UPI,Pune,Laptop,17,0,None
6081,3805,2026-05-01,27000.8,UPI,Kolkata,Laptop,9,0,None
6082,1151,2026-04-24,1998.1,UPI,Chennai,Laptop,11,0,None
6083,2135,2026-06-27,2856.68,ATM,Pune,Laptop,4,0,None
6084,2504,2026-05-05,435.58,UPI,Delhi,Laptop,18,0,None
6085,2460,2026-01-12,3319.64,UPI,Ahmedabad,Mobile,22,0,None
6086,2071,2026-01-26,4743.12,UPI,Chennai,Laptop,17,0,None
6087,2024,2026-04-05,7587.91,Card,Ahmedabad,ATM,10,0,None
6088,2599,2026-04-23,2890.13,UPI,Mumbai,Laptop,7,0,None
6089,3785,2026-04-04,10264.03,ATM,Mumbai,Mobile,0,0,None
6090,3041,2026-03-06,9569.56,UPI,Kolkata,Laptop,5,0,None
6091,2390,2026-01-03,3060.79,ATM,Ahmedabad,Mobile,12,0,None
6092,1069,2026-05-16,1884.78,ATM,Hyderabad,Mobile,14,0,None
6093,3347,2026-05-03,5249.6,UPI,Kolkata,Mobile,2,0,None
6094,1944,2026-03-31,5427.98,ATM,Bangalore,ATM,12,0,None
6095,1802,2026-06-07,2676.49,Card,Ahmedabad,Laptop,16,1,Suspicious Transfer
6096,3344,2026-02-12,3792.54,Net Banking,Pune,ATM,16,0,None
6097,3251,2026-05-22,1190.51,Card,Bangalore,Laptop,10,0,None
6098,1061,2026-01-17,9687.1,UPI,Pune,ATM,11,0,None
6099,1946,2026-04-27,9845.14,Net Banking,Chennai,Mobile,2,0,None
6100,4011,2026-06-17,5161.52,ATM,Kolkata,Mobile,5,0,None
6101,4902,2026-05-16,10567.11,UPI,Bangalore,Laptop,6,0,None
6102,2338,2026-05-14,5603.56,Net Banking,Mumbai,Mobile,19,0,None
6103,2185,2026-05-26,24742.21,Net Banking,Hyderabad,Mobile,18,0,None
6104,1331,2026-03-07,1344.25,UPI,Ahmedabad,ATM,2,0,None
6105,2552,2026-05-10,6013.67,UPI,Delhi,Laptop,19,0,None
6106,1338,2026-05-04,12128.93,Card,Chennai,Mobile,18,0,None
6107,2630,2026-05-11,21853.14,Net Banking,Pune,Mobile,12,0,None
6108,2328,2026-04-23,10857.11,UPI,Chennai,Laptop,3,0,None
6109,2527,2026-01-07,1740.66,Card,Delhi,Mobile,5,0,None
6110,2674,2026-06-24,939.13,Card,Ahmedabad,ATM,14,0,None
6111,2362,2026-01-30,4146.93,UPI,Mumbai,Mobile,11,0,None
6112,2574,2026-02-04,7056.6,Card,Chennai,ATM,10,0,None
6113,3687,2026-02-28,12641.43,UPI,Bangalore,Laptop,9,0,None
6114,1275,2026-06-24,1643.41,Card,Bangalore,Laptop,9,0,None
6115,2188,2026-04-29,9051.97,UPI,Bangalore,Mobile,6,0,None
6116,4515,2026-01-17,337.77,UPI,Hyderabad,Mobile,22,0,None
6117,3367,2026-02-22,2346.09,Net Banking,Delhi,Laptop,22,0,None
6118,3637,2026-06-10,11617.61,UPI,Mumbai,Mobile,4,0,None
6119,3552,2026-03-04,1493.37,Card,Bangalore,Laptop,22,0,None
6120,4758,2026-05-05,1630.13,ATM,Bangalore,Mobile,11,1,Card Fraud
6121,3435,2026-06-19,2906.13,UPI,Hyderabad,Mobile,23,0,None
6122,2994,2026-06-25,5866.38,UPI,Bangalore,Mobile,22,0,None
6123,1870,2026-03-03,1611.22,UPI,Pune,ATM,2,0,None
6124,3881,2026-04-09,4758.64,UPI,Ahmedabad,Laptop,9,0,None
6125,2015,2026-01-07,3190.14,ATM,Hyderabad,Laptop,9,0,None
6126,2912,2026-04-25,15645.4,ATM,Ahmedabad,Laptop,5,0,None
6127,1603,2026-06-15,3029.7,Net Banking,Pune,Laptop,23,0,None
6128,4822,2026-03-31,5056.04,ATM,Ahmedabad,Laptop,14,0,None
6129,2800,2026-03-10,5804.2,UPI,Ahmedabad,ATM,11,0,None
6130,1691,2026-02-08,3230.08,UPI,Delhi,Laptop,5,0,None
6131,1494,2026-06-06,10611.58,UPI,Ahmedabad,ATM,19,0,None
6132,1490,2026-03-19,13063.97,UPI,Ahmedabad,Mobile,16,0,None
6133,3769,2026-06-06,3014.03,Card,Chennai,ATM,12,0,None
6134,4145,2026-04-19,6588.76,UPI,Bangalore,Mobile,6,0,None
6135,3557,2026-04-13,1943.94,Card,Bangalore,ATM,7,0,None
6136,1390,2026-03-01,8636.92,UPI,Kolkata,Mobile,19,0,None
6137,4691,2026-01-04,6203.22,Card,Delhi,Mobile,7,0,None
6138,4929,2026-01-20,3415.43,UPI,Chennai,ATM,11,0,None
6139,1295,2026-04-12,6835.82,UPI,Hyderabad,Mobile,9,0,None
6140,2393,2026-06-28,8891.54,UPI,Chennai,ATM,12,0,None
6141,3844,2026-02-24,16821.07,UPI,Bangalore,Mobile,17,0,None
6142,3913,2026-02-15,7313.54,UPI,Delhi,ATM,10,0,None
6143,2718,2026-02-16,11949.09,UPI,Pune,Mobile,23,0,None
6144,3597,2026-03-27,33019.56,UPI,Mumbai,Laptop,3,1,Suspicious Transfer
6145,1649,2026-03-17,1747.66,UPI,Ahmedabad,Mobile,11,0,None
6146,2874,2026-03-11,15856.3,Net Banking,Delhi,Mobile,13,0,None
6147,1568,2026-05-22,2040.3,UPI,Hyderabad,Mobile,8,0,None
6148,4259,2026-05-13,2407.99,Net Banking,Ahmedabad,Mobile,2,0,None
6149,3901,2026-02-01,4857.12,Card,Ahmedabad,Laptop,18,0,None
6150,3818,2026-05-02,2575.94,Card,Hyderabad,Laptop,6,0,None
6151,1445,2026-03-31,2179.32,ATM,Ahmedabad,ATM,23,0,None
6152,4642,2026-06-19,4626.68,Card,Bangalore,Mobile,5,0,None
6153,1363,2026-06-17,3521.88,UPI,Kolkata,Laptop,5,0,None
6154,3171,2026-04-05,2526.77,UPI,Delhi,Mobile,23,0,None
6155,2212,2026-05-28,1895.78,ATM,Mumbai,Mobile,10,0,None
6156,1742,2026-02-14,20437.96,UPI,Delhi,Mobile,9,0,None
6157,3042,2026-05-20,1480.0,Card,Hyderabad,ATM,11,0,None
6158,1680,2026-06-18,4156.05,Net Banking,Kolkata,Mobile,9,0,None
6159,3468,2026-05-18,15031.79,Card,Delhi,Mobile,17,0,None
6160,4698,2026-04-27,11042.95,UPI,Bangalore,Mobile,4,0,None
6161,4324,2026-05-10,6208.75,UPI,Hyderabad,Laptop,11,0,None
6162,2643,2026-05-24,2634.26,UPI,Delhi,Laptop,17,0,None
6163,2573,2026-02-14,4823.46,Card,Ahmedabad,Laptop,14,0,None
6164,2359,2026-06-24,1597.08,Card,Delhi,Mobile,18,0,None
6165,3140,2026-06-18,3695.48,Card,Bangalore,Laptop,6,0,None
6166,4602,2026-02-13,3639.98,UPI,Bangalore,Mobile,0,0,None
